participant.code,session.code,group.id_in_subsession,player.hours_stated,equal,group,channel,Chat_subject,Chat_group_all,Chat_sel
iwkx2i5i,advbl96w,4,,False,advbl96w4,55-stage_1-97,hallo ich auch Gute Frage es kann nicht von dem fix betrag abgezogen werden oder na gut max ist 60 hört sich gut an wie bitte? wieso denn nicht 60 auf einmal wenn wir nicht ins negativ gehen koennen dann 60 ist es nicht aber insgesamt 60 ? ok lass uns trotzdem einfach 60 machen,"hallo ich habe 10 Überstunden hallo du? ich auch ok dann sollen wir angeben , dass wir mehr haben oder ? Gute Frage ich glaube es ist möglich, wir müssen nur dasselbe angeben es kann nicht von dem fix betrag abgezogen werden oder nein na gut max ist 60 auf jeden fall werden wir 4 euro am ende bekommen 60 pro person oder hört sich gut an dann 40 jeder? wie bitte? wie viel stunden wollen wir angeben wieso denn nicht 60 auf einmal wir haben tatsächlich nur 10 ok dann 60  :) wenn wir nicht ins negativ gehen koennen dann 60 ok dann lass uns 60 angeben jeje ist es nicht aber insgesamt 60 ? ok lass uns trotzdem einfach 60 machen ja",hallo ich auch Gute Frage es kann nicht von dem fix betrag abgezogen werden oder na gut max ist 60 hört sich gut an wie bitte? wieso denn nicht 60 auf einmal wenn wir nicht ins negativ gehen koennen dann 60 ist es nicht aber insgesamt 60 ? ok lass uns trotzdem einfach 60 machen
0r3owf5n,advbl96w,4,,False,advbl96w4,55-stage_1-97,"hallo ich habe 10 Überstunden du? ok dann sollen wir angeben , dass wir mehr haben oder ? ich glaube es ist möglich, wir müssen nur dasselbe angeben nein auf jeden fall werden wir 4 euro am ende bekommen 60 pro person oder dann 40 jeder? wie viel stunden wollen wir angeben wir haben tatsächlich nur 10 ok dann 60  :) ok dann lass uns 60 angeben jeje ja","hallo ich habe 10 Überstunden hallo du? ich auch ok dann sollen wir angeben , dass wir mehr haben oder ? Gute Frage ich glaube es ist möglich, wir müssen nur dasselbe angeben es kann nicht von dem fix betrag abgezogen werden oder nein na gut max ist 60 auf jeden fall werden wir 4 euro am ende bekommen 60 pro person oder hört sich gut an dann 40 jeder? wie bitte? wie viel stunden wollen wir angeben wieso denn nicht 60 auf einmal wir haben tatsächlich nur 10 ok dann 60  :) wenn wir nicht ins negativ gehen koennen dann 60 ok dann lass uns 60 angeben jeje ist es nicht aber insgesamt 60 ? ok lass uns trotzdem einfach 60 machen ja","hallo ich habe 10 Überstunden du? ok dann sollen wir angeben , dass wir mehr haben oder ? ich glaube es ist möglich, wir müssen nur dasselbe angeben nein auf jeden fall werden wir 4 euro am ende bekommen 60 pro person oder dann 40 jeder? wie viel stunden wollen wir angeben wir haben tatsächlich nur 10 ok dann 60  :) ok dann lass uns 60 angeben jeje ja"
kl9jbhci,yut5khvr,1,10.0,True,yut5khvr1,12-stage_1-25,"HEy 10 Haben wir nicht die identische Menge? Wenn von uns 4 Gruppen 2 definitiv überprüft werden, haben wir eine 50%ige Chance, dass wir nicht überprüft werden, solange wir das selbe Ergebnis angeben. Ich glaube, dass wir bei 10 Stunden durchaus noch potential haben, hochzupokern. Sollte das auffliegen, wäre der Verlust nicht sehr hoch Ach ne, es kann ja auch was von der fixen Vergütung abgezogen werden... Dann würde ich vielleicht auf 20 gehen.  Bei Überprüfung erhalten wir die fixen 40 und wenn nicht 60","Hey HEy Wie viele Überstunden hast du ? 10 bzw auf wie viel sollen wir uns einigen? Haben wir nicht die identische Menge? ja...aber bleiben wir dabei? Wenn von uns 4 Gruppen 2 definitiv überprüft werden, haben wir eine 50%ige Chance, dass wir nicht überprüft werden, solange wir das selbe Ergebnis angeben. Ich glaube, dass wir bei 10 Stunden durchaus noch potential haben, hochzupokern. Sollte das auffliegen, wäre der Verlust nicht sehr hoch Dann lass dies tuen, sollen wir 20 angeben? oder gleich 60? Ach ne, es kann ja auch was von der fixen Vergütung abgezogen werden... Dann würde ich vielleicht auf 20 gehen.  ok 20 dann! Bei Überprüfung erhalten wir die fixen 40 und wenn nicht 60","Hey HEy Wie viele Überstunden hast du ? 10 bzw auf wie viel sollen wir uns einigen? Haben wir nicht die identische Menge? ja...aber bleiben wir dabei? Wenn von uns 4 Gruppen 2 definitiv überprüft werden, haben wir eine 50%ige Chance, dass wir nicht überprüft werden, solange wir das selbe Ergebnis angeben. Ich glaube, dass wir bei 10 Stunden durchaus noch potential haben, hochzupokern. Sollte das auffliegen, wäre der Verlust nicht sehr hoch Dann lass dies tuen, sollen wir 20 angeben? oder gleich 60? Ach ne, es kann ja auch was von der fixen Vergütung abgezogen werden... Dann würde ich vielleicht auf 20 gehen.  ok 20 dann! Bei Überprüfung erhalten wir die fixen 40 und wenn nicht 60"
wf3fff2g,yut5khvr,1,20.0,True,yut5khvr1,12-stage_1-25,"Hey Wie viele Überstunden hast du ? bzw auf wie viel sollen wir uns einigen? ja...aber bleiben wir dabei? Dann lass dies tuen, sollen wir 20 angeben? oder gleich 60? ok 20 dann!","Hey HEy Wie viele Überstunden hast du ? 10 bzw auf wie viel sollen wir uns einigen? Haben wir nicht die identische Menge? ja...aber bleiben wir dabei? Wenn von uns 4 Gruppen 2 definitiv überprüft werden, haben wir eine 50%ige Chance, dass wir nicht überprüft werden, solange wir das selbe Ergebnis angeben. Ich glaube, dass wir bei 10 Stunden durchaus noch potential haben, hochzupokern. Sollte das auffliegen, wäre der Verlust nicht sehr hoch Dann lass dies tuen, sollen wir 20 angeben? oder gleich 60? Ach ne, es kann ja auch was von der fixen Vergütung abgezogen werden... Dann würde ich vielleicht auf 20 gehen.  ok 20 dann! Bei Überprüfung erhalten wir die fixen 40 und wenn nicht 60","Hey HEy Wie viele Überstunden hast du ? 10 bzw auf wie viel sollen wir uns einigen? Haben wir nicht die identische Menge? ja...aber bleiben wir dabei? Wenn von uns 4 Gruppen 2 definitiv überprüft werden, haben wir eine 50%ige Chance, dass wir nicht überprüft werden, solange wir das selbe Ergebnis angeben. Ich glaube, dass wir bei 10 Stunden durchaus noch potential haben, hochzupokern. Sollte das auffliegen, wäre der Verlust nicht sehr hoch Dann lass dies tuen, sollen wir 20 angeben? oder gleich 60? Ach ne, es kann ja auch was von der fixen Vergütung abgezogen werden... Dann würde ich vielleicht auf 20 gehen.  ok 20 dann! Bei Überprüfung erhalten wir die fixen 40 und wenn nicht 60"
lv4q9fhw,yut5khvr,2,10.0,True,yut5khvr2,12-stage_1-26,"Erstmal zum sichergehen: Hast du auch 10 auf dem Zettel stehen? Dito - dass wir überprüft werden, ist ja doch recht wahrscheinlich, und was wir haben, das haben wir. :) Geht mir genauso - dann sind wir uns ja einig. Machen wir so. In Ordnung! Alles Gute.","Erstmal zum sichergehen: Hast du auch 10 auf dem Zettel stehen? Ich habe 10 Überstunden geleistet und würde die auch so angeben ja 10. Lass uns die auch so angeben Dito - dass wir überprüft werden, ist ja doch recht wahrscheinlich, und was wir haben, das haben wir. :) Lieber kein Risisko eingehen So ist es. Sicher ist sicher Ich bin nun mal risiskoavers und relativ ehrlich oder ängstlich dann geben wir 10 Überstunden an und kassieren dafür 5 EUR Geht mir genauso - dann sind wir uns ja einig. Machen wir so. Dann können wir den Chat beenden. War mir ein vergnügen. In Ordnung! Alles Gute. Sorry: Vergnügen. Dito. Einen schönen Tag noch! ","Erstmal zum sichergehen: Hast du auch 10 auf dem Zettel stehen? Ich habe 10 Überstunden geleistet und würde die auch so angeben ja 10. Lass uns die auch so angeben Dito - dass wir überprüft werden, ist ja doch recht wahrscheinlich, und was wir haben, das haben wir. :) Lieber kein Risisko eingehen So ist es. Sicher ist sicher Ich bin nun mal risiskoavers und relativ ehrlich oder ängstlich dann geben wir 10 Überstunden an und kassieren dafür 5 EUR Geht mir genauso - dann sind wir uns ja einig. Machen wir so. Dann können wir den Chat beenden. War mir ein vergnügen. In Ordnung! Alles Gute. Sorry: Vergnügen. Dito. Einen schönen Tag noch! "
sg44ehiw,yut5khvr,2,10.0,True,yut5khvr2,12-stage_1-26,Ich habe 10 Überstunden geleistet und würde die auch so angeben ja 10. Lass uns die auch so angeben Lieber kein Risisko eingehen So ist es. Sicher ist sicher Ich bin nun mal risiskoavers und relativ ehrlich oder ängstlich dann geben wir 10 Überstunden an und kassieren dafür 5 EUR Dann können wir den Chat beenden. War mir ein vergnügen. Sorry: Vergnügen. Dito. Einen schönen Tag noch! ,"Erstmal zum sichergehen: Hast du auch 10 auf dem Zettel stehen? Ich habe 10 Überstunden geleistet und würde die auch so angeben ja 10. Lass uns die auch so angeben Dito - dass wir überprüft werden, ist ja doch recht wahrscheinlich, und was wir haben, das haben wir. :) Lieber kein Risisko eingehen So ist es. Sicher ist sicher Ich bin nun mal risiskoavers und relativ ehrlich oder ängstlich dann geben wir 10 Überstunden an und kassieren dafür 5 EUR Geht mir genauso - dann sind wir uns ja einig. Machen wir so. Dann können wir den Chat beenden. War mir ein vergnügen. In Ordnung! Alles Gute. Sorry: Vergnügen. Dito. Einen schönen Tag noch! ","Erstmal zum sichergehen: Hast du auch 10 auf dem Zettel stehen? Ich habe 10 Überstunden geleistet und würde die auch so angeben ja 10. Lass uns die auch so angeben Dito - dass wir überprüft werden, ist ja doch recht wahrscheinlich, und was wir haben, das haben wir. :) Lieber kein Risisko eingehen So ist es. Sicher ist sicher Ich bin nun mal risiskoavers und relativ ehrlich oder ängstlich dann geben wir 10 Überstunden an und kassieren dafür 5 EUR Geht mir genauso - dann sind wir uns ja einig. Machen wir so. Dann können wir den Chat beenden. War mir ein vergnügen. In Ordnung! Alles Gute. Sorry: Vergnügen. Dito. Einen schönen Tag noch! "
ynjxifry,yut5khvr,4,10.0,False,yut5khvr4,12-stage_1-28,"Hey Wir haben 10 Überstunden oder? was sollen wir angeben? 40 prozentige Wahrscheinlichkeit, dass wir überprüft werden :D okay sollen wir was höheres versuchen? ja stimmt..  aber im Falle einer Überprüfung sind wir dran also was meinst du? 40 + 10 = 50€  äh 50 punkte wenn wir 20 angeben und überprüft werden, dann haben wir 40  wenn wir 30 angeben und überprüft werden dann haben wir nur 30 60?? :OO","Hallo Hey Wir haben 10 Überstunden oder? ja auf dem Papier zumindest was sollen wir angeben? 40 prozentige Wahrscheinlichkeit, dass wir überprüft werden wahrscheinlichkeit, dass wir geprüft werden ist 33,3 oder 40 :D okay sollen wir was höheres versuchen? auf jeden fall weniger als 50! 50 prozent meine ich ja stimmt..  aber im Falle einer Überprüfung sind wir dran also was meinst du? also angenommen wir werden geprüft: 40 + 10 = 50€  äh 50 punkte wenn wir 20 angeben und überprüft werden, dann haben wir 40  wenn wir 30 angeben und überprüft werden dann haben wir nur 30 bei 50 1€ bei 60 gar nichts lass uns 60 sagen 60?? :OO ja!","Hey Wir haben 10 Überstunden oder? was sollen wir angeben? 40 prozentige Wahrscheinlichkeit, dass wir überprüft werden :D okay sollen wir was höheres versuchen? ja stimmt..  aber im Falle einer Überprüfung sind wir dran also was meinst du? 40 + 10 = 50€  äh 50 punkte wenn wir 20 angeben und überprüft werden, dann haben wir 40  wenn wir 30 angeben und überprüft werden dann haben wir nur 30 60?? :OO"
y2fwh3o2,yut5khvr,4,60.0,False,yut5khvr4,12-stage_1-28,"Hallo ja auf dem Papier zumindest wahrscheinlichkeit, dass wir geprüft werden ist 33,3 oder 40 auf jeden fall weniger als 50! 50 prozent meine ich also angenommen wir werden geprüft: bei 50 1€ bei 60 gar nichts lass uns 60 sagen ja!","Hallo Hey Wir haben 10 Überstunden oder? ja auf dem Papier zumindest was sollen wir angeben? 40 prozentige Wahrscheinlichkeit, dass wir überprüft werden wahrscheinlichkeit, dass wir geprüft werden ist 33,3 oder 40 :D okay sollen wir was höheres versuchen? auf jeden fall weniger als 50! 50 prozent meine ich ja stimmt..  aber im Falle einer Überprüfung sind wir dran also was meinst du? also angenommen wir werden geprüft: 40 + 10 = 50€  äh 50 punkte wenn wir 20 angeben und überprüft werden, dann haben wir 40  wenn wir 30 angeben und überprüft werden dann haben wir nur 30 bei 50 1€ bei 60 gar nichts lass uns 60 sagen 60?? :OO ja!","Hallo ja auf dem Papier zumindest wahrscheinlichkeit, dass wir geprüft werden ist 33,3 oder 40 auf jeden fall weniger als 50! 50 prozent meine ich also angenommen wir werden geprüft: bei 50 1€ bei 60 gar nichts lass uns 60 sagen ja!"
dhd2vdt3,yut5khvr,5,60.0,True,yut5khvr5,12-stage_1-29,"60 hat den hoechsten Erwartungswert Lass uns beide 60 sagne sagen Deal? nope das macht keinen sinn 60 bitte merci ist risky, aber dafuer sind wir ja hier also zu 40% bekommen wir dann nur die 5 euro show up fee und zu 60% bekommen wir 15 Euro ;) Also beide 60 sagen..so, noch 2min...","60 hat den hoechsten Erwartungswert Lass uns beide 60 sagne sagen Deal? vllt doch lieber 50  nope ? das macht keinen sinn 60 bitte na gut, überredet;) merci ist risky, aber dafuer sind wir ja hier versuchen wir das beste daraus zu kriegen  also zu 40% bekommen wir dann nur die 5 euro show up fee und zu 60% bekommen wir 15 Euro ;) Also beide 60 sagen..so, noch 2min... ja deal ","60 hat den hoechsten Erwartungswert Lass uns beide 60 sagne sagen Deal? vllt doch lieber 50  nope ? das macht keinen sinn 60 bitte na gut, überredet;) merci ist risky, aber dafuer sind wir ja hier versuchen wir das beste daraus zu kriegen  also zu 40% bekommen wir dann nur die 5 euro show up fee und zu 60% bekommen wir 15 Euro ;) Also beide 60 sagen..so, noch 2min... ja deal "
6i64yu83,yut5khvr,5,60.0,True,yut5khvr5,12-stage_1-29,"vllt doch lieber 50  ? na gut, überredet;) versuchen wir das beste daraus zu kriegen  ja deal ","60 hat den hoechsten Erwartungswert Lass uns beide 60 sagne sagen Deal? vllt doch lieber 50  nope ? das macht keinen sinn 60 bitte na gut, überredet;) merci ist risky, aber dafuer sind wir ja hier versuchen wir das beste daraus zu kriegen  also zu 40% bekommen wir dann nur die 5 euro show up fee und zu 60% bekommen wir 15 Euro ;) Also beide 60 sagen..so, noch 2min... ja deal ","60 hat den hoechsten Erwartungswert Lass uns beide 60 sagne sagen Deal? vllt doch lieber 50  nope ? das macht keinen sinn 60 bitte na gut, überredet;) merci ist risky, aber dafuer sind wir ja hier versuchen wir das beste daraus zu kriegen  also zu 40% bekommen wir dann nur die 5 euro show up fee und zu 60% bekommen wir 15 Euro ;) Also beide 60 sagen..so, noch 2min... ja deal "
tozbybl6,ooopruyi,1,15.0,True,ooopruyi1,4-stage_1-7,Hallo Nur 2 Gruppen werden überprüft also wahrscheinlichkeit ist nicht so hoch  wenn wir lügen würden Ich würde sagen dass wir 10 mehr überstünden angeben könnnen damit ist die Strafe auch nicht so hoch wenn wir überprüft werden also 20 überstunden  genau  Ja sehr gut :) Yeap,Hallo hi werden wir ehrlich? und schreiben das was wir tatsächlich ahe bn Nur 2 Gruppen werden überprüft also wahrscheinlichkeit ist nicht so hoch  ja wenn wir lügen würden okay Ich würde sagen dass wir 10 mehr überstünden angeben könnnen ja damit ist die Strafe auch nicht so hoch wenn wir überprüft werden einverstanden also 20 überstunden  dann verlieren wir auch nicht so viel ja genau  perfekt Ja sehr gut :) dann können wir chat beenden? Yeap,Hallo hi werden wir ehrlich? und schreiben das was wir tatsächlich ahe bn Nur 2 Gruppen werden überprüft also wahrscheinlichkeit ist nicht so hoch  ja wenn wir lügen würden okay Ich würde sagen dass wir 10 mehr überstünden angeben könnnen ja damit ist die Strafe auch nicht so hoch wenn wir überprüft werden einverstanden also 20 überstunden  dann verlieren wir auch nicht so viel ja genau  perfekt Ja sehr gut :) dann können wir chat beenden? Yeap
de063mau,ooopruyi,1,20.0,True,ooopruyi1,4-stage_1-7,hi werden wir ehrlich? und schreiben das was wir tatsächlich ahe bn ja okay ja einverstanden dann verlieren wir auch nicht so viel ja perfekt dann können wir chat beenden?,Hallo hi werden wir ehrlich? und schreiben das was wir tatsächlich ahe bn Nur 2 Gruppen werden überprüft also wahrscheinlichkeit ist nicht so hoch  ja wenn wir lügen würden okay Ich würde sagen dass wir 10 mehr überstünden angeben könnnen ja damit ist die Strafe auch nicht so hoch wenn wir überprüft werden einverstanden also 20 überstunden  dann verlieren wir auch nicht so viel ja genau  perfekt Ja sehr gut :) dann können wir chat beenden? Yeap,Hallo hi werden wir ehrlich? und schreiben das was wir tatsächlich ahe bn Nur 2 Gruppen werden überprüft also wahrscheinlichkeit ist nicht so hoch  ja wenn wir lügen würden okay Ich würde sagen dass wir 10 mehr überstünden angeben könnnen ja damit ist die Strafe auch nicht so hoch wenn wir überprüft werden einverstanden also 20 überstunden  dann verlieren wir auch nicht so viel ja genau  perfekt Ja sehr gut :) dann können wir chat beenden? Yeap
